Nome,Endereço,Latitude,Longitude,Avaliação,Total de Avaliações,Telefone,Website,Categorias,Place ID,Link Google Maps,Horário de Funcionamento
Priven - Segurança da Informação e Privacidade,"R. da Carioca, 945 - Copacabana, Uberlândia - MG, 38411-151, Brasil",-18.9379724,-48.28608759999999,4.0,2.0,(34) 99156-9387,https://priven.com.br/,"point_of_interest, establishment",ChIJEbeI8T4NoZQRPVkkq5sRjD4,https://maps.google.com/?cid=4506996687379913021,segunda-feira: 00:00 – 23:00 | terça-feira: 00:00 – 23:00 | quarta-feira: 00:00 – 23:00 | quinta-feira: 00:00 – 23:00 | sexta-feira: 00:00 – 23:00 | sábado: Fechado | domingo: Fechado
Inova Suporte Informática,"R. Mario Augusto Pinto, 163 - Santa Mônica, Uberlândia - MG, 38408-316, Brasil",-18.9280052,-48.2226568,5.0,23.0,(34) 99273-7862,https://gamma.app/docs/Bem-vindo-a-hi2ht3v3yxukrqw,"point_of_interest, establishment",ChIJITsWD2xPpJQRtrVkm-dIlQk,https://maps.google.com/?cid=690538277452953014,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
RB Científica e Informatica,"Campainha do meio, Procurar por Diego - R. Porto Alegre, 517 - Casa 2 - Brasil, Uberlândia - MG, 38400-644, Brasil",-18.9002815,-48.265018,5.0,11.0,,http://wa.me/5534996472855,"point_of_interest, establishment",ChIJFyWhbF5FpJQR3HjQ94VYE8E,https://maps.google.com/?cid=13912561006289123548,segunda-feira: 10:00 – 20:00 | terça-feira: 10:00 – 20:00 | quarta-feira: 10:00 – 20:00 | quinta-feira: 10:00 – 20:00 | sexta-feira: 10:00 – 20:00 | sábado: 10:00 – 20:00 | domingo: Fechado
Serafim informatica,"R. Noraldino Ferreira - Segismundo Pereira, Uberlândia - MG, 38408-358, Brasil",-18.9319758,-48.2278873,5.0,1.0,(34) 99136-0719,,"store, point_of_interest, establishment",ChIJjblNldJPpJQRw0tZ-bZ_JRA,https://maps.google.com/?cid=1163476502589295555,segunda-feira: 09:00 – 19:00 | terça-feira: 09:00 – 19:00 | quarta-feira: 09:00 – 19:00 | quinta-feira: 09:00 – 19:00 | sexta-feira: 09:00 – 19:00 | sábado: 09:00 – 14:00 | domingo: Fechado
Diferencial TI - Consultoria Jira,"Av. Rondon Pacheco, 5750 - Sala 507 - Tibery, Uberlândia - MG, 38405-142, Brasil",-18.899675,-48.2581778,4.9,8.0,(34) 2589-9197,http://www.diferencialti.com.br/,"point_of_interest, establishment",ChIJQSgGDGlFpJQR2ky0ugVOTco,https://maps.google.com/?cid=14577393355382344922,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Infortech Soluções em TI e Celulares,"Av. Ortízio Borges, 1227 - Santa Mônica, Uberlândia - MG, 38408-263, Brasil",-18.915121,-48.2466044,5.0,12.0,(34) 99633-7795,,"point_of_interest, establishment",ChIJC4k9dYNFpJQRrhxPiTq9lrA,https://maps.google.com/?cid=12724565856291331246,segunda-feira: 09:30 – 18:00 | terça-feira: 09:30 – 18:00 | quarta-feira: 09:30 – 18:00 | quinta-feira: 09:30 – 18:00 | sexta-feira: 09:30 – 18:00 | sábado: 09:00 – 13:00 | domingo: Fechado
Consiste TI,"Av. Jaime Ribeiro da Luz, 971 - 10 - Santa Mônica, Uberlândia - MG, 38408-188, Brasil",-18.9294913,-48.2388122,5.0,1.0,(34) 3237-4175,http://consisteti.com.br/,"point_of_interest, establishment",ChIJa407YfVPpJQR5KtWIaE-8qk,https://maps.google.com/?cid=12245919198543784932,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Click4,"R. Machado de Assis, 1071 - Lídice, Uberlândia - MG, 38400-081, Brasil",-18.9217889,-48.2730557,4.9,38.0,(34) 3214-9487,http://www.click4.com.br/,"point_of_interest, establishment",ChIJBXNuIk5EpJQRTFXS-SyBtzQ,https://maps.google.com/?cid=3798646840880158028,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Lan Cable Ti,"Av. João Bernardes de Souza, 428 - Pres. Roosevelt, Uberlândia - MG, 38401-016, Brasil",-18.8979939,-48.2836977,5.0,1.0,(34) 3234-7771,,"point_of_interest, establishment",ChIJ49gVQDREpJQRmKyVjIEx6UY,https://maps.google.com/?cid=5109669684707699864,
Ti Silas Sorveteria Açaí e Batata no Cone,"R. Dr. Manoel Tomás Teixeira de Souza, 883 - Tocantins, Uberlândia - MG, 38415-270, Brasil",-18.8973331,-48.3386513,5.0,11.0,(34) 99948-4630,,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",ChIJpwaHT69BpJQRaSk299zNWhQ,https://maps.google.com/?cid=1466710977586538857,segunda-feira: 12:30 – 21:30 | terça-feira: 12:30 – 21:30 | quarta-feira: 12:30 – 21:30 | quinta-feira: 12:30 – 21:30 | sexta-feira: 12:30 – 21:30 | sábado: 12:30 – 21:30 | domingo: 12:30 – 21:30
Pb Computer & Infra,"R. Serra do Caparaó, 920 - São Jorge, Uberlândia - MG, 38410-378, Brasil",-18.9635642,-48.2176355,5.0,2.0,(34) 99904-1923,,"point_of_interest, establishment",ChIJIVqdhsNFpJQRIiq_V2eF9Eg,https://maps.google.com/?cid=5256973343948483106,segunda-feira: 08:00 – 16:30 | terça-feira: 08:00 – 16:30 | quarta-feira: 08:00 – 16:30 | quinta-feira: 08:00 – 16:30 | sexta-feira: 08:00 – 16:30 | sábado: Fechado | domingo: Fechado
PUDOLSK INFOTEC,"R. Pato do Mato, 260 - Lot. Res. Pequis, Uberlândia - MG, 38421-007, Brasil",-18.9682462,-48.3749485,5.0,2.0,(34) 99263-6855,,"electronics_store, store, point_of_interest, establishment",ChIJxQ0LxfBDpJQRTcJH-zhk1Oo,https://maps.google.com/?cid=16921259895834526285,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
Sirius Soluções em TI,"R. Cometa, 13 - Jardim Brasília, Uberlândia - MG, 38401-434, Brasil",-18.8995261,-48.29601350000001,4.9,24.0,(34) 99271-6972,,"point_of_interest, establishment",ChIJ5y7xTzxEpJQRW2eeYXthEp8,https://maps.google.com/?cid=11462331184157976411,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Suporte e Informática,"R. Jaime Gomes, 1189 - Centro, Araguari - MG, 38440-244, Brasil",-18.6578128,-48.19538319999999,5.0,5.0,(34) 99100-8864,https://www.facebook.com/suporteEinformatica,"point_of_interest, establishment",ChIJr2BuUvUxpJQRtEsDYWg4JXo,https://maps.google.com/?cid=8801503067720862644,segunda-feira: 08:00 – 20:00 | terça-feira: 08:00 – 20:00 | quarta-feira: 08:00 – 20:00 | quinta-feira: 08:00 – 20:00 | sexta-feira: 08:00 – 20:00 | sábado: 08:00 – 20:00 | domingo: 08:00 – 13:00
PG Security Soluções Tecnológicas,"R. Eng. Azeli, 997 - Osvaldo Rezende, Uberlândia - MG, 38400-390, Brasil",-18.9105639,-48.2933968,4.8,35.0,(34) 99245-6601,https://linktr.ee/PGSecurity?utm_source=linktree_profile_share,"point_of_interest, establishment",ChIJk6iJ9wNFpJQReYrwdMFwOXI,https://maps.google.com/?cid=8230733770189212281,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 14:00 | domingo: Fechado
asuelc - Serviços de TI,"R. Alberto Alves Cabral, 1661 - Santa Mônica, Uberlândia - MG, 38408-226, Brasil",-18.9257203,-48.2475062,5.0,1.0,(11) 95143-7476,https://www.asuelc.com/,"point_of_interest, establishment",ChIJHX9vxD1RpJQRJpnwQIuk_Wo,https://maps.google.com/?cid=7709499055125076262,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
CASA TECH - Assistência Técnica - Celulares e Informática.,"Em frente ao Super Maxi Ao lado dos Correios - R. Sebastião Viêira da Mota, 45 - Luizote de Freitas, Uberlândia - MG, 38414-352, Brasil",-18.9176501,-48.3295615,4.6,126.0,(34) 3216-4000,https://casatechudi.com.br/,"electronics_store, store, point_of_interest, establishment",ChIJOZ9Xh5JDpJQRSB3A5ATwDoM,https://maps.google.com/?cid=9443749372450839880,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 13:00 | domingo: Fechado
Microhelp Consultoria em TI,"R. Avaré, 930 - Centro, Araguari - MG, 38440-174, Brasil",-18.6552494,-48.199756,4.6,7.0,(34) 98845-0765,https://www.microhelp.srv.br/,"point_of_interest, establishment",ChIJ_7UEsEwwpJQRfl3WO0iVyCQ,https://maps.google.com/?cid=2650532518181625214,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: 09:00 – 12:00 | domingo: Fechado
Kairós Informática,"R. Duque de Caxias, 450 - Centro, Uberlândia - MG, 38400-140, Brasil",-18.9206776,-48.2773472,,,(34) 99839-3875,,"point_of_interest, establishment",ChIJZ6r96SkRjicRxqjFAJ7Q_I0,https://maps.google.com/?cid=10231281830515288262,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
Diulio T.I & Ação,"Av. Bittencourt Afonso da Costa, 540 - Shopping Park, Uberlândia - MG, 38425-428, Brasil",-18.9831137,-48.2791414,,,(34) 99666-7706,https://www.instagram.com/diuliot.iacao/,"point_of_interest, establishment",ChIJf_FtE1RbpJQR0kuY_N03fQk,https://maps.google.com/?cid=683764144995322834,segunda-feira: 07:00 – 22:00 | terça-feira: 07:00 – 22:00 | quarta-feira: 07:00 – 22:00 | quinta-feira: 07:00 – 22:00 | sexta-feira: 07:00 – 22:00 | sábado: 07:00 – 22:00 | domingo: 07:00 – 22:00
BORBA - PC Gamer e Informatica,"R. Gentil Freitas Macedo, 159 - Jardim Patricia, Uberlândia - MG, 38414-227, Brasil",-18.9158581,-48.3184198,4.8,795.0,(34) 99813-7128,http://www.borbatechinformatica.com.br/,"electronics_store, store, point_of_interest, establishment",ChIJnSz7h7hFpJQRpigRdIlYNx4,https://maps.google.com/?cid=2177306292237969574,segunda-feira: 08:00 – 22:00 | terça-feira: 08:00 – 22:00 | quarta-feira: 08:00 – 22:00 | quinta-feira: 08:00 – 22:00 | sexta-feira: 08:00 – 22:00 | sábado: 08:00 – 22:00 | domingo: 08:00 – 17:00
Exact-Ti - Cyber Security | Soluções Tecnológicas e Empresariais,"Av. Vasconcelos Costa, 606 - Martins, Uberlândia - MG, 38400-450, Brasil",-18.9133756,-48.28226859999999,4.7,18.0,(34) 3222-0798,https://exactti.com/,"point_of_interest, establishment",ChIJ983NMmRFpJQRQiEeIu6GtNA,https://maps.google.com/?cid=15038793413029667138,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
Roobotic Informática,"Av. Frederico Tibery, 1275 - Tibery, Uberlândia - MG, 38405-074, Brasil",-18.8981818,-48.2471709,4.0,23.0,(34) 99773-0671,,"point_of_interest, establishment",ChIJ-UXsZY5FpJQRHW-BSYO8br8,https://maps.google.com/?cid=13794169980742364957,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 13:00 | domingo: Fechado
TI Backup - Backup em Nuvem,"Av. Rondon Pacheco, 3338 - Santa Maria, Uberlândia - MG, 38408-404, Brasil",-18.9185729,-48.26605620000001,5.0,1.0,(34) 3236-1002,http://www.tibackup.com.br/,"point_of_interest, establishment",ChIJCys7UwdFpJQRyU4K3MU3cr8,https://maps.google.com/?cid=13795149931528998601,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
WiT Sistemas,"R. Benjamin Monteiro, 330 - Tabajaras, Uberlândia - MG, 38400-229, Brasil",-18.9307621,-48.285795,4.0,1.0,(34) 99966-4042,,"point_of_interest, establishment",ChIJgVm5HLJFpJQRfDMJJNSQnas,https://maps.google.com/?cid=12366199392641299324,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
OLM TECHNOLOGY,"R. Orides Ferreira, 370 - Bloco 2 / 403 - Gávea Sul, Uberlândia - MG, 38425-388, Brasil",-18.9706527,-48.270917,5.0,16.0,(34) 3415-0182,http://keepo.io/olmtechnology,"electronics_store, point_of_interest, store, establishment",ChIJq6qqdttapJQRSk4jMKcpMHo,https://maps.google.com/?cid=8804583069553217098,segunda-feira: 08:00 – 20:00 | terça-feira: 08:00 – 20:00 | quarta-feira: 08:00 – 20:00 | quinta-feira: 08:00 – 20:00 | sexta-feira: 08:00 – 20:00 | sábado: 09:00 – 13:00 | domingo: Fechado
MAGAIVER MULTISERVIÇOS Informática e Eletrônicos,"R. Walter Mota, 60 - Shopping Park, Uberlândia - MG, 38425-547, Brasil",-18.9802772,-48.2720057,4.9,199.0,,https://instagram.com/magaivermultiservicos?igshid=MzRlODBiNWFlZA==,"electronics_store, point_of_interest, store, establishment",ChIJdfEYN-5apJQR7hV2FoAe-Gw,https://maps.google.com/?cid=7852059485801944558,segunda-feira: 08:00 – 19:00 | terça-feira: 08:00 – 19:00 | quarta-feira: 08:00 – 19:00 | quinta-feira: 08:00 – 19:00 | sexta-feira: 08:00 – 19:00 | sábado: 09:00 – 13:00 | domingo: Fechado
IPró Assistência,"R. Niterói, 671 - Nossa Sra. Aparecida, Uberlândia - MG, 38400-769, Brasil",-18.9025293,-48.2694369,3.7,6.0,(34) 99696-1988,,"point_of_interest, establishment",ChIJ8U2dGwRFpJQRyJZloaXmXe0,https://maps.google.com/?cid=17104080558874793672,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:30 – 13:00 | domingo: Fechado
CIA Centro de Informática e Assistência,"R. Flávio de Souza Rezende, 113 - Jardim Patricia, Uberlândia - MG, 38414-080, Brasil",-18.9109202,-48.323178,3.7,12.0,(34) 99996-0481,http://www.flaviocia.com.br/,"point_of_interest, establishment",ChIJpXPPY_RDpJQRmJsHhE_c-Dg,https://maps.google.com/?cid=4105273294423825304,segunda-feira: 07:30 – 18:00 | terça-feira: 07:30 – 18:00 | quarta-feira: 07:30 – 18:00 | quinta-feira: 07:30 – 18:00 | sexta-feira: 07:30 – 18:00 | sábado: Fechado | domingo: Fechado
Suporte Informatica,"R. Cometa, 235 - Jardim Brasília, Uberlândia - MG, 38401-434, Brasil",-18.8975815,-48.29642639999999,,,(34) 99109-2171,,"point_of_interest, establishment",ChIJg2z9KpxFpJQRcY102eVFgYA,https://maps.google.com/?cid=9259759162348572017,segunda-feira: 07:00 – 19:00 | terça-feira: 07:00 – 19:00 | quarta-feira: 07:00 – 19:00 | quinta-feira: 07:00 – 19:00 | sexta-feira: 07:00 – 19:00 | sábado: 07:00 – 15:00 | domingo: Fechado
"Loja de notebooks, especializada em placa mãe: Dell, Acer, Samsung, Lenovo, Positivo, ASUS, HP. SSD, memoria RAM E TELAS.","Agendamento pelo whatsapp. Atendemos via remoto, buscamos e levamos seu equipamento - R. Waldomira Rezende, 290 - Jardim Finotti I, Uberlândia - MG, 38408-078, Brasil",-18.9257064,-48.2537775,4.5,159.0,(34) 98888-5070,https://www.acessodigital-ti.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJPcHhh25FpJQRRiB7h4zp2I0,https://maps.google.com/?cid=10221176144095027270,segunda-feira: 08:00 – 21:00 | terça-feira: 08:00 – 21:00 | quarta-feira: 08:00 – 21:00 | quinta-feira: 08:00 – 21:00 | sexta-feira: 08:00 – 21:00 | sábado: 08:00 – 16:00 | domingo: Fechado
NW Informática - Conserto de Notebook em Uberlândia Centro,"Av. Afonso Pena, 1475 - Centro, Uberlândia - MG, 38400-706, Brasil",-18.9106931,-48.2722464,5.0,161.0,(34) 99964-8962,https://wa.me/553432574219,"electronics_store, point_of_interest, store, establishment",ChIJv1mGMBtFpJQRRHimZYMR6lw,https://maps.google.com/?cid=6695183052083460164,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 12:00 | domingo: Fechado
Msn Informática,"Av. Amazonas, 502 - sala 13-14 - Brasil, Uberlândia - MG, 38400-734, Brasil",-18.8938442,-48.2662416,4.6,62.0,(34) 99699-8091,https://www.facebook.com/profile.php?id=100007152840725,"point_of_interest, store, establishment",ChIJ80Qfj8ZFpJQR6nAk3ve9Ak4,https://maps.google.com/?cid=5621264157193302250,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
CCS tecnologia consultoria e soluções em t.i.,"R. Claudemiro José de Souza, 1333 - Brasil, Uberlândia - MG, 38400-664, Brasil",-18.8895657,-48.2663545,,,(34) 98836-5365,https://wa.me/5534988365365?text=Ol%C3%A1%2C+encontrei+sua+empresa+no+Google.+Poderia+me+ajudar%3F,"point_of_interest, establishment",ChIJ5xidDH1FpJQRko9OBdb17yw,https://maps.google.com/?cid=3238076956663517074,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Home - New Technology serviços e TI,"R. Maria Osória de Jesus, 279 - São Jorge, Uberlândia - MG, 38410-198, Brasil",-18.9574727,-48.2287132,,,(34) 3082-0464,,"point_of_interest, establishment",ChIJk_iWzRFQpJQRbSGkcNiJqi8,https://maps.google.com/?cid=3434709228519170413,
Almeida Certificado Digital,"Av. Vasconcelos Costa, 2172 - Sala 1 - Osvaldo Rezende, Uberlândia - MG, 38400-450, Brasil",-18.9175291,-48.296234,4.8,13.0,(34) 99860-7824,,"point_of_interest, establishment",ChIJH5Ly9P5FpJQRYxAFzjf8I4Q,https://maps.google.com/?cid=9521731353801199715,segunda-feira: 09:00 – 17:30 | terça-feira: 09:00 – 17:30 | quarta-feira: 09:00 – 17:30 | quinta-feira: 09:00 – 17:30 | sexta-feira: 09:00 – 17:30 | sábado: Fechado | domingo: Fechado
Diniz Tech,"R. Espírito Santo - Brasil, Uberlândia - MG, 38400-660, Brasil",-18.8916381,-48.26671349999999,,,(34) 99972-9839,,"point_of_interest, establishment",ChIJE1UAYFdFpJQRGHFarIkjMRg,https://maps.google.com/?cid=1743213604978192664,segunda-feira: 08:00 – 19:00 | terça-feira: 08:00 – 19:00 | quarta-feira: 08:00 – 19:00 | quinta-feira: 08:00 – 19:00 | sexta-feira: 08:00 – 19:00 | sábado: Fechado | domingo: Fechado
Karley Tech Solutions,"R. Maria José Vieira Lucas, 701 - Uberlândia, MG, 38421-543, Brasil",-18.9751303,-48.3421743,5.0,32.0,(34) 99250-1141,,"point_of_interest, establishment",ChIJmeSeKURDpJQRXCA7Zc8wRC8,https://maps.google.com/?cid=3405900885513674844,segunda-feira: 09:00 – 17:30 | terça-feira: 09:00 – 17:30 | quarta-feira: 09:00 – 17:30 | quinta-feira: 09:00 – 17:30 | sexta-feira: 09:00 – 17:30 | sábado: 09:00 – 13:00 | domingo: Fechado
DWMS,"R. Olegário Maciel, 832 - Centro, Araguari - MG, 38440-000, Brasil",-18.6527612,-48.1988113,5.0,2.0,(34) 3246-3310,,"point_of_interest, establishment",ChIJveRq9LExpJQR-cszGPWqiD4,https://maps.google.com/?cid=4506039396833938425,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
TIBUFF - PC Gamer e Informática,"R. Pedro Crosara Cherulli, 382 - Cazeca, Uberlândia - MG, 38400-044, Brasil",-18.9132233,-48.2629294,4.9,1416.0,(34) 98442-9658,http://www.tibuff.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJ05Kcg_FFpJQRfVM9jcNuB5E,https://maps.google.com/?cid=10450443246503809917,segunda-feira: 09:00 – 17:00 | terça-feira: 09:15 – 17:00 | quarta-feira: 09:15 – 17:00 | quinta-feira: 09:15 – 17:00 | sexta-feira: 09:15 – 17:00 | sábado: 10:00 – 12:30 | domingo: Fechado
Action Informática,"Av. Floriano Peixoto, 2661 - Brasil, Uberlândia - MG, 38400-702, Brasil",-18.9037162,-48.2652102,5.0,297.0,(34) 99645-2770,"https://wa.me/5534996452770?text=Ol%C3%A1,+vim+pelo+Google!+Pode+me+ajudar?","point_of_interest, establishment",ChIJm0CBk7tFpJQReqC4-6UPS58,https://maps.google.com/?cid=11478285280851042426,segunda-feira: 08:00 – 19:00 | terça-feira: 08:00 – 19:00 | quarta-feira: 08:00 – 19:00 | quinta-feira: 08:00 – 13:30 | sexta-feira: 08:00 – 19:00 | sábado: 08:00 – 13:00 | domingo: Fechado
GMC Informática Assistência e Manutenção Notebook,"R. Dorivaldo de Oliveira Pinto, 101 - Res. Viviane, Uberlândia - MG, 38410-120, Brasil",-18.9539872,-48.2324376,4.9,30.0,(34) 99992-0472,https://boletofatura.com.br/notebook-uberlandia/,"point_of_interest, establishment",ChIJg3wmrgVQpJQRgFBdGAbIUzQ,https://maps.google.com/?cid=3770577241543364736,segunda-feira: 07:00 – 22:00 | terça-feira: 07:00 – 22:00 | quarta-feira: 07:00 – 22:00 | quinta-feira: 07:00 – 22:00 | sexta-feira: 07:00 – 22:00 | sábado: 07:00 – 22:00 | domingo: 07:00 – 22:00
Tiago Machado Técnico em Informática,"R. Goiás, 112 - Centro, Uberlândia - MG, 38400-064, Brasil",-18.9223184,-48.2802941,4.8,36.0,(34) 99196-9616,,"point_of_interest, establishment",ChIJt3zZVhRQpJQReYjsAJkrnaI,https://maps.google.com/?cid=11717569741633390713,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
WN Informática,"Av. Rio Mississipi, 995 - Mansour, Uberlândia - MG, 38414-466, Brasil",-18.933488,-48.3360618,4.9,21.0,(34) 99978-4581,,"finance, store, point_of_interest, establishment",ChIJVSUK5VNDpJQRxHVCpgR_b2c,https://maps.google.com/?cid=7453315566267430340,segunda-feira: 09:00 – 19:00 | terça-feira: 09:00 – 19:00 | quarta-feira: 09:00 – 19:00 | quinta-feira: 09:00 – 19:00 | sexta-feira: 09:00 – 19:00 | sábado: 09:00 – 17:00 | domingo: Fechado
Uber Informática,"Alameda Antônio Cláudio Ricardo Souza, 745 - Jardim Holanda, Uberlândia - MG, 38412-889, Brasil",-18.9589983,-48.3163302,4.5,103.0,(34) 99794-5353,https://www.uberinformatica.com.br/,"electronics_store, store, point_of_interest, establishment",ChIJDeR2x79FpJQRZielPbNp0BY,https://maps.google.com/?cid=1643930082544527206,segunda-feira: 09:30 – 19:30 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:30 – 19:30 | quinta-feira: 09:30 – 19:30 | sexta-feira: 09:30 – 19:15 | sábado: 09:30 – 17:30 | domingo: Fechado
Conexão Informática,"R. Treze de Maio, 25 - Pacaembu, Uberlândia - MG, 38401-552, Brasil",-18.8888283,-48.2864658,4.2,14.0,(34) 3237-1726,,"electronics_store, store, point_of_interest, establishment",ChIJq9csKilEpJQRDATRmEwva-A,https://maps.google.com/?cid=16171070893031752716,segunda-feira: 09:30 – 19:00 | terça-feira: 09:30 – 19:00 | quarta-feira: 09:30 – 19:00 | quinta-feira: 09:30 – 19:00 | sexta-feira: 09:30 – 19:00 | sábado: 09:30 – 19:00 | domingo: Fechado
Montech Informática,"Av. dos Ferreiras, 175 - apt 606 - Aclimação, Uberlândia - MG, 38406-136, Brasil",-18.8722435,-48.2329136,5.0,7.0,(34) 99144-1402,https://beacons.ai/montech,"electronics_store, store, point_of_interest, establishment",ChIJD_xIFQJFpJQRLCNjsYsay_k,https://maps.google.com/?cid=17999509522995159852,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
G.Terra Informática,"R. Hildebrando Oliva, 1467 - Santa Mônica, Uberlândia - MG, 38408-212, Brasil",-18.9229784,-48.2518059,4.2,5.0,(34) 99102-1744,,"electronics_store, store, point_of_interest, establishment",ChIJGYooK25FpJQRTWgQA22aROU,https://maps.google.com/?cid=16520499126095341645,segunda-feira: 08:00 – 23:00 | terça-feira: 08:00 – 23:00 | quarta-feira: 08:00 – 23:00 | quinta-feira: 08:00 – 23:00 | sexta-feira: 08:00 – 23:00 | sábado: 08:00 – 23:00 | domingo: Fechado
Informática - LMX,"R. Antônio Vicente Ferreira, 489 - Planalto, Uberlândia - MG, 38413-213, Brasil",-18.9314388,-48.3123709,4.6,14.0,(34) 3257-5520,,"point_of_interest, establishment",ChIJe2eNEIdEpJQR6aH8FVZld8w,https://maps.google.com/?cid=14733356126376337897,segunda-feira: 08:00 – 19:00 | terça-feira: 08:00 – 19:00 | quarta-feira: 08:00 – 19:00 | quinta-feira: 08:00 – 19:00 | sexta-feira: 08:00 – 19:00 | sábado: 08:00 – 19:00 | domingo: Fechado
